content,score,sentimen,content_clean
sangat bagus,5,positif,bagus
"diskon hilang padahal saya tidak jadi membeli, mending beli shopee pakyu",1,negatif,diskon hilang membeli mending beli shopee pakyu
susah mau beli lagi saldo tokopedia nya tidak bisa di isi saldo sedangkan yang pengembalian dana nya masuk ke saldo tokopedia tidak semua sama harganya kan tolong adain lagi fitur isi saldo tokopedia nya lagi. jadi kapok mau beli lagi di toko pedia... toko nya kebanyakan gak jelas pesan tidak bisa cod sudah di transper barang tidak di kirim di chat gak di balas padahal butuh banget obat itu nunggu 3 hari gak dikirim kirim,2,negatif,susah beli saldo tokopedia nya isi saldo pengembalian dana nya masuk saldo tokopedia harganya tolong adain fitur isi saldo tokopedia nya kapok beli toko pedia toko nya kebanyakan gak pesan cod transper barang kirim chat gak balas butuh banget obat nunggu gak dikirim kirim
bosok,1,negatif,bosok
"great, terafiliasi deng tiktok shop",5,positif,great terafiliasi deng tiktok shop
"Banyak toko yang tidak sesuai mengirim barangnya, pesannya A datangnya B. Mohon pihak tokopedia lebih perketat izin toko-toko/onlineshopnya. Saya sangat dirugikan. Mohon perbaiki!!!",1,negatif,toko sesuai mengirim barangnya pesannya a datangnya b mohon tokopedia perketat izin tokotokoonlineshopnya dirugikan mohon perbaiki
mantap,5,positif,mantap
"jelas, aman & terpercaya... pertahankan kwalitas & kepercayaan castamer...",5,positif,aman terpercaya pertahankan kwalitas kepercayaan castamer
good,5,positif,good
senang,5,positif,senang
apk penipu... harga awal 12K pas di chekout harga berubah diskon cuma penipuan....,1,negatif,apk penipu harga k pas chekout harga berubah diskon penipuan
Voucher diskon sering gak jelas. Bisa diklaim tapi ketika checkout gak bisa dipakai,1,negatif,voucher diskon gak diklaim checkout gak dipakai
"Hiii Admin... tolong buatkan pilihan pengaturan bagaimana caranya agar ketika aplikasi dibuka tidak tampil spin promo, karena itu bikin lambat",5,positif,hiii admin tolong buatkan pilihan pengaturan aplikasi dibuka tampil spin promo bikin lambat
puasss bangetttt,5,positif,puasss bangetttt
"bagi pengunna baru dapet diskon besar , aku beli barber daily jadi 300perak jir sumpah",5,positif,pengunna dapet diskon beli barber daily perak jir sumpah
isi saldo uang elektronik gak masuk. udh update saldo juga gak masuk. di tunggu mulai dari tgl 5-10 gak ada juga.,1,negatif,isi saldo uang elektronik gak masuk udh update saldo gak masuk tunggu tgl gak
tokopedia JAYA JAYA JAYA,5,positif,tokopedia jaya jaya jaya
"Jelek, beli error trus hilang promonya",1,negatif,jelek beli error trus hilang promonya
"sudah beli paket PLUS mahal mahal. malah gk ada geratis ongkir. kecewa banget sama aplikasi ini. sudah ke pengaduan jawab malah evaluasi sistem, bisa transaksi tanpa PLUS, terus apa gunanya beli paket PLUS.",5,positif,beli paket plus mahal mahal gk geratis ongkir kecewa banget aplikasi pengaduan evaluasi sistem transaksi plus gunanya beli paket plus
bagus👍,5,positif,bagus
"makin lama makin sampah, pesen barang sudah bayar, tapi kosong, trus dana masuk saldi, ditarik ga bisa harus verifikasi, giliran verifikasi ga bisa tulisan data dipalsukan atau apalah, diulangi lagi gitu terus, emang sampah lama2 ini aplikasi...",1,negatif,sampah pesen barang bayar kosong trus dana masuk saldi ditarik ga verifikasi giliran verifikasi ga tulisan data dipalsukan apalah diulangi gitu emang sampah aplikasi
Indonesia bagus,5,positif,indonesia bagus
ditipu katanya dapat voucher ternyata tidak😂,1,negatif,ditipu voucher
mantappp,5,positif,mantappp
selama ini bagus...tapi hari ini saya TDK bisa mengorder TDK bisa memasukkan ke keranjang TDK ada kurirlah alamat jauhlah terlalu beratlah dan care carenyapun tdk bisa menyelesaikan masalah menjawab masalah dg template hari gini masih template? padahal saya baru saja terima barang. kasian penjualnya barangnya tdk bisa diorder,1,negatif,bagustapi tdk mengorder tdk memasukkan keranjang tdk kurirlah alamat jauhlah beratlah care carenyapun tdk menyelesaikan dg template gini template terima barang kasian penjualnya barangnya tdk diorder
KONDISI KAN LAGI PENGISIAN NOMOR KURIR NYA CEK DENGAN BENAR,1,negatif,kondisi pengisian nomor kurir nya cek
ya sangat mudah di gunakan responnya baik tapi saya tidak mengerti cara penarikan uang di Refund yang di kembalikan oleh penjual jika bisa uang di kembalikan langsung ke no rek jika memang tidak bisa sampai,4,positif,ya mudah responnya mengerti penarikan uang refund kembalikan penjual uang kembalikan langsung no rek
"isi Flazz BCA 3 juli 2026 sd sekarang saldo 100.000 belum masuk2 baca artikel bantuan Flazz BCA cuma hanya bisa pakai featured NFC utk update Saldo tdk bisa ke ATM. HP saya support NFC, berfungsi dengan baik NFC nya. Laporkan masalah melalui kanal bantuan tombol Chat Tanya tidak bisa sampai sekarang, jika begitu untuk apa ada Featured Chat Tanya?",1,negatif,isi flazz bca juli sd saldo masuk baca artikel bantuan flazz bca pakai featured nfc utk update saldo tdk atm hp support nfc berfungsi nfc nya laporkan kanal bantuan tombol chat featured chat
"beberapakali pekan ini belanja d tokped instan males bgt PESANAN INSTAN,PEDAGANG D CHAT GA D BALES,BARANG GA D KIRIM,BATAL OTOMATIS....🙃cape cape CO dan nunggu2 barang ehhhh ujung2 batal kwalitas nya turun bgt bgt",1,negatif,beberapakali pekan belanja d tokped instan males bgt pesanan instanpedagang d chat ga d balesbarang ga d kirimbatal otomatiscape cape co nunggu barang ehhhh ujung batal kwalitas nya turun bgt bgt
mantap,4,positif,mantap
mantap,5,positif,mantap
Tokopedia aja bro.. 👍,5,positif,tokopedia aja bro
"monyet ...makin kesini makin ribet, kenapa sekarang mau tarik saldo harus verifikasi dulu, mending klo langsung berhasil, ini malah gagal terus,, udah berbagai cara tetap aja gagal ....saya coba call tokopedia care semua sama aja ga ada solusi, terus klo gini saldo gua ga bisa di tarik,,, jadi males pake tokopedia,, makan tuh saldo gua ...",1,negatif,monyet kesini ribet tarik saldo verifikasi mending klo langsung berhasil gagal udah aja gagal coba call tokopedia care aja ga solusi klo gini saldo gua ga tarik males pake tokopedia makan tuh saldo gua
Tidak bisa memakai nomer utama dan pembayaran via dana tidak bisa. RIBET!,1,negatif,memakai nomer utama pembayaran via dana ribet
"Saya kurang rekomen dengan Tokopedia ini. Bisa bisa nya akun Tokped saya digunakan orang lain, dan orang lain masuk menggunakan akun saya. keamanan nya kurang banget. malah mau blokir akun susah lagi.",1,negatif,rekomen tokopedia nya akun tokped orang orang masuk akun keamanan nya banget blokir akun susah
suka kebatal pengiriman nya padahal udah sampai kota.,1,negatif,suka kebatal pengiriman nya udah kota
bagusss,5,positif,bagusss
ngasih voucher tapi ga bisa dipakai percuma,1,negatif,ngasih voucher ga dipakai
mantap👍🤘👍🤘👍🤘👍,5,positif,mantap
"tokopedia ,e comerce terbauk ,banyak promo belanja cepat mudah ,pokonya recomened terimakasih tokopedia ☺️💚💚💚💚",5,positif,tokopedia e comerce terbauk promo belanja cepat mudah pokonya recomened terimakasih tokopedia
mending apk si oren daripada si hijau lumut ini tokopedia makin lama makin ga jelas.,1,negatif,mending apk si oren si hijau lumut tokopedia ga
mau relog aja susahnya minta ampunnnnnnnnnn 😖😖😖😖,1,negatif,relog aja susahnya ampunnnnnnnnnn
"Tokopedia kok makin kesini makin Gk Karuan ini bikinmana.. Padahal dahulu jala apl FaforitKu.. sekarang Amburadul , masa bayar tagihan Pake kartu debit & gagal tp Diriwayat tak ada sama sekali padahal Saldo debit saya sudah terpotong",1,negatif,tokopedia kesini gk karuan bikinmana jala apl faforitku amburadul bayar tagihan pake kartu debit gagal tp diriwayat saldo debit terpotong
aplikasi macam apaan coba. katanya diskon sampai 99% eh taunya cuma 40% mana harga nya gak sesuai lagi aduh.,1,negatif,aplikasi coba diskon eh taunya harga nya gak sesuai aduh
Good,5,positif,good
mantab 👍 Oke,5,positif,mantab oke
mantabs dan semakin maju Toped,5,positif,mantabs maju toped
"ini sellernya pada aktif gak sih sebenernya. dari 10 seller yang di chat, 1 pun gak dibalas",3,netral,sellernya aktif gak sih sebenernya seller chat gak dibalas
bagus,5,positif,bagus
alhamdulillah berkah ada nya toko pedia belanja jadi serba gampang,5,positif,alhamdulillah berkah nya toko pedia belanja serba gampang
"barang nya selalu ORI,kalau ada Maslaah CS cepat menanggapi, kiriman lancar.....trima kasih toped....selama ini sudah mambuat belanja online akurat dan cepat",5,positif,barang nya orikalau maslaah cs cepat menanggapi kiriman lancartrima kasih topedselama mambuat belanja online akurat cepat
udah terakhir kali gua belanja di sini. malas banget. gua ogah belanja disini karna takut dapet kurir j&t lagi. udah gak ada diskom ongkir. kurir nya juga gak bisa di ajak kerjasama. mending beli di oren aja sekalian.,2,negatif,udah kali gua belanja malas banget gua ogah belanja karna takut dapet kurir jt udah gak diskom ongkir kurir nya gak ajak kerjasama mending beli oren aja
good,5,positif,good
"Dana saya ditahan susah diambilnya, dibalikinnya pun dipipil aneh",1,negatif,dana ditahan susah diambilnya dibalikinnya dipipil aneh
marketplace terbaik,5,positif,marketplace terbaik
"di tipu katanya pengguna baru blah"" lah alah manfaatin orng jangan pake aplikasi ini",1,negatif,tipu pengguna blah alah manfaatin orng pake aplikasi
mantap,5,positif,mantap
"Overall, Tokopedia delivers a high-quality e-commerce experience through its innovative features, secure transactions, and extensive product selection. It is a trusted platform for both everyday shopping and business needs",5,positif,overall tokopedia delivers a highquality ecommerce experience through its innovative features secure transactions and extensive product selection it is a trusted platform for both everyday shopping and business needs
Suka banget sama aplikasi nya apalagi pas dapet gratis ongkir duhh makin cinta.. belanja disini tuh pengirimannya cepet bangett. tpi sepertinya kalian harus menambahkan pencarian by gambar.,5,positif,suka banget aplikasi nya pas dapet gratis ongkir duhh cinta belanja tuh pengirimannya cepet bangett tpi pencarian by gambar
oks,5,positif,oks
"lancar, Terimakasih",5,positif,lancar terimakasih
saya sebenarnya pengen dukung tokopedia tapi kalau setiap mau beli produk ketemunya sama penjual yang sudah tidak aktif ya bagaimana mau tidak buang waktu dan milih pindah ke platform sebelah? dikasih tanda dong tingkat aktivasi para penjualnya biar bisa lebih dipercaya untuk membeli produknya,4,positif,pengen dukung tokopedia beli produk ketemunya penjual aktif ya buang milih pindah platform sebelah dikasih tanda tingkat aktivasi penjualnya biar dipercaya membeli produknya
saya tidak bisa mengambil focer,1,negatif,mengambil focer
OK,5,positif,ok
aplikasi kocak ini kita mau putus hubungan dari aplikasi A ke B gak bisa udah gitu loding lama padahal pake wifi kita.,3,netral,aplikasi kocak putus hubungan aplikasi a b gak udah gitu loding pake wifi
gila emang diskonnya gede banget.. cuman gak sering aja. seringin aja deh pasti enak ini,5,positif,gila emang diskonnya gede banget cuman gak aja seringin aja deh enak
ok,5,positif,ok
error melulu sih...mau buka gambar apa ini itu banyak error maintenance sekarang update fto profile aja error,1,negatif,error melulu sihmau buka gambar error maintenance update fto profile aja error
keren,5,positif,keren
MANTAF,5,positif,mantaf
Semenjak gabung sama Tiktok makin ga bener ini app sial,1,negatif,semenjak gabung tiktok ga bener app sial
"gimana dah udah dapet diskon pengguna baru malah pas check out ada tulisan ""oops ada kendala, transaksi ini tidak dapat di proses"" KOCAK",1,negatif,gimana dah udah dapet diskon pengguna pas check out tulisan oops kendala transaksi proses kocak
payleter tidak bisa di gunakan,1,negatif,payleter
"sudah beberapa kali transaksi, Alhamdulillah amanah dan barang sesuai",5,positif,kali transaksi alhamdulillah amanah barang sesuai
keren,5,positif,keren
diskon gua ilang gara gara pesanan ke batal,3,netral,diskon gua ilang gara gara pesanan batal
pencairan nya susah amat timeout mulu lawak,3,netral,pencairan nya susah timeout mulu lawak
bagus banget pengiriman nya cepet barang nya juga gk tipu²,5,positif,bagus banget pengiriman nya cepet barang nya gk tipu²
ok,5,positif,ok
oke good,5,positif,oke good
kenapa apk nya tersendat² saat secrol. tolong di perbaiki,3,netral,apk nya tersendat² secrol tolong perbaiki
kadang ngebug kaga mau masuk padahal hp juga kuat kuat saja tidak ngelag ataupun keberatan bug nya tolong di fix,4,positif,kadang ngebug kaga masuk hp kuat kuat ngelag keberatan bug nya tolong fix
"aplikasinya berat bngt pdhl gk nyampe 1 gb suka keluat sendiri dri apk pdhl game ku yg nyampe 2 gb gak sengeleg ini huftt. buat yg lain bgus aja,transaksi jlan,info dapat cuman yg membuat pengguna tidak nyaman itu ngeleg nya.",2,negatif,aplikasinya berat bngt pdhl gk nyampe gb suka keluat dri apk pdhl game ku yg nyampe gb gak sengeleg huftt yg bgus ajatransaksi jlaninfo cuman yg pengguna nyaman ngeleg nya
mantap dan Bagus kwalitasnya,5,positif,mantap bagus kwalitasnya
saya suka produk lokal,5,positif,suka produk lokal
"tokopedia gak taat hukum ,saat barang lewat lebih dari estimasi pengiriman mala di suruh nunnggu terus",1,negatif,tokopedia gak taat hukum barang estimasi pengiriman mala suruh nunnggu
banyak penjual penipu dan cara pengembalian dana terlalu lama setelah barang di terima kembali oleh penjual. mengecewakan....😔😔,1,negatif,penjual penipu pengembalian dana barang terima penjual mengecewakan
verivikasi buat daptar aja lemot banget 🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️,1,negatif,verivikasi daptar aja lemot banget
ok,5,positif,ok
"dapet promo buat pengguna baru, lumayan .terima kasih tokopedia",5,positif,dapet promo pengguna lumayan terima kasih tokopedia
good,5,positif,good
"Tokopedia tidak ada layanan pengaduan ke tokonya. tidak bisa komplain paket belum d klik terima pesanan,sudah otomatis klik sja. mau retur barang jadi GK bisa.",2,negatif,tokopedia layanan pengaduan tokonya komplain paket d klik terima pesanansudah otomatis klik sja retur barang gk
cepet nya,5,positif,cepet nya
great,5,positif,great
"sangat amat mengecewakan. belanja di tokped estimasi yng diberi tidak sesuai. Estimasi 7-9 Juli namun hingga skrng tanggal 10 Juli jam 18.08 belum datang juga. padahal pembayaran sdh dilaksanakan, tp malah membuat konsumen kecewa. buat yang mau paketnya datang sesuai estimasi jangan pake aplikasi ini, saya baru pertama kali menggunakan tokopedia tp sudah diberi pengalaman yg kecewa seperti ini. Bintang 1.",1,negatif,mengecewakan belanja tokped estimasi yng sesuai estimasi juli skrng tanggal juli jam pembayaran sdh dilaksanakan tp konsumen kecewa paketnya sesuai estimasi pake aplikasi kali tokopedia tp pengalaman yg kecewa bintang
Proses sangat Cepat dan banyak Promo nya,5,positif,proses cepat promo nya
"the best..perlindungan pembeli sangat baik, mohon di pertahankan atau di tingkatkan, terima kasih tokopedia 👍♥️🇲🇨",5,positif,the bestperlindungan pembeli mohon pertahankan tingkatkan terima kasih tokopedia
ok aja,5,positif,ok aja
pajak nya mahal/ongkir dari pada barang yg di beli tidak seperti toko sebelah 0 ongkir,1,negatif,pajak nya mahalongkir barang yg beli toko sebelah ongkir
mantap,5,positif,mantap
tokopedia is the best,5,positif,tokopedia is the best
bagus,4,positif,bagus
pembelian pulsa tidak bisa masuk ke nomor hp,1,negatif,pembelian pulsa masuk nomor hp
good Servicess,5,positif,good servicess
sejak gabung si hitam prosedurnya makin aneh2.mau move to tetangga sebelah aja kalau gt,2,negatif,gabung si hitam prosedurnya anehmau move to tetangga sebelah aja gt
"msih ada Ongkir, tidak gratis ongkir sepenuhnya",4,positif,msih ongkir gratis ongkir sepenuhnya
cok,1,negatif,cok
keren 👍👍,5,positif,keren
aplikasi tdk efektif.sistem keluar masuk aplikasi ribet.peraturan berbelit belit.aplikasi sampah.kalah sama di orenge gonta ganti hape kalau sdh masukkan otp ya bisa masuk.kalau tokopefia sdh masukkan otp dan kata sandi tetep gagal.aplikasi jadul busuk,1,negatif,aplikasi tdk efektifsistem masuk aplikasi ribetperaturan berbelit belitaplikasi sampahkalah orenge gonta ganti hape sdh masukkan otp ya masukkalau tokopefia sdh masukkan otp sandi tetep gagalaplikasi jadul busuk
